id   ,customerid ,ProductID ,started             ,ended               ,category      ,created_timestamp ,users
240  ,431        ,240       ,2018-06-12 10:08:25 ,2017-02-14 02:08:45 ,payment issue ,4/23/2018         ,"[{""user_1"":{""id"":""eeedf94cd4a3fa08415317144af7b46d""},""user_2"":{""id"":""bb5fcdf8b73828b57518b7cd5ecb80dc""}}]"
241  ,983        ,241       ,2018-02-27 22:11:52 ,2019-08-07 10:58:59 ,jaffle issue  ,7/6/2017          ,"[{""user_1"":{""id"":""0d1e48a7d0804df9164766a6129f64da""},""user_2"":{""id"":""e52aa3b4068b6d0f64b1f3960f1ff50f""}}]"
242  ,154        ,242       ,2018-11-06 10:39:45 ,2017-02-24 21:03:54 ,jaffle issue  ,4/5/2017          ,"[{""user_1"":{""id"":""9797b2834c8548e9318f2df4d75c9abc""},""user_2"":{""id"":""499e88f1b04559e2c7beb12ffe16ce11""}}]"
243  ,755        ,243       ,2017-05-23 06:02:25 ,2017-02-09 21:16:37 ,payment issue ,5/18/2018         ,"[{""user_1"":{""id"":""f7ce3ca106b21abcd3653813282ce1bd""},""user_2"":{""id"":""1b8ab7f3d3f836f7b6b71e9014e689ed""}}]"
244  ,316        ,244       ,2018-04-02 03:21:29 ,2019-10-13 15:20:01 ,other         ,10/10/2017        ,"[{""user_1"":{""id"":""b38aa8f51a595e1ccb0d7ea07d30be83""},""user_2"":{""id"":null}}]"
245  ,280        ,245       ,2019-12-09 23:34:22 ,2019-09-11 05:11:44 ,jaffle issue  ,12/11/2019        ,"[{""user_1"":{""id"":""9e85c695a37cc82bef8aaa8deb38ca42""},""user_2"":{""id"":""b5ea9928ab05628d85e20f5515b6a66e""}}]"
246  ,552        ,246       ,2018-04-08 16:52:28 ,2019-02-01 09:28:08 ,jaffle issue  ,1/31/2017         ,"[{""user_1"":{""id"":""f8fd672ff0f203087831290ecb88ea64""},""user_2"":{""id"":""337c1ef122bd60e686a4bba4a0fe758c""}}]"
247  ,127        ,247       ,2019-06-20 15:53:32 ,2019-08-25 21:55:34 ,payment issue ,12/19/2018        ,"[{""user_1"":{""id"":""72d0a5b08a27eebf53c971d87c7d1b92""},""user_2"":{""id"":null}}]"
248  ,937        ,248       ,2017-10-05 01:12:00 ,2019-12-13 03:51:01 ,jaffle issue  ,8/13/2017         ,"[{""user_1"":{""id"":""6bd6e654b01720d764176662aac01045""},""user_2"":{""id"":""a11cbc748c5401f31ef2f886776c91bc""}}]"
249  ,299        ,          ,2017-07-04 12:00:42 ,2019-06-21 08:12:40 ,other         ,                  ,"[{""user_1"":{""id"":""39ce4a7678793ab1f1476278d7148aaf""},""user_2"":{""id"":""d2b521dd8a65fcbb08d9d5b1e0cf9387""}}]"
250  ,925        ,250       ,2018-11-18 17:13:02 ,2017-02-10 04:27:09 ,jaffle issue  ,9/15/2019         ,"[{""user_1"":{""id"":""286077bd733919167454e49c98ee1dea""},""user_2"":{""id"":""9138468a5e089401c67aca9d5e8ae873""}}]"
251  ,992        ,          ,2017-09-30 03:22:58 ,2017-09-26 19:52:01 ,payment issue ,                  ,"[{""user_1"":{""id"":""a5e5d658cf13f64ec19e0f4d206eb627""},""user_2"":{""id"":""b25ebc3e06e29b37798e0daa62def7d2""}}]"
252  ,925        ,252       ,2018-08-17 17:03:39 ,2017-10-06 15:04:43 ,payment issue ,1/10/2019         ,"[{""user_1"":{""id"":""d290de7cfebaa649c1d1e18ca35763e0""},""user_2"":{""id"":""eafb9c16eb04803689d18691f5510b2a""}}]"
253  ,549        ,253       ,2018-01-09 03:24:52 ,2018-10-29 01:15:53 ,other         ,1/27/2017         ,"[{""user_1"":{""id"":""43f181d6c615986dc5af045b105e8b3a""},""user_2"":{""id"":""26daf41656af4b417fafed2b3713b820""}}]"
254  ,936        ,254       ,2017-07-27 06:13:20 ,2018-11-25 01:07:53 ,payment issue ,6/4/2018          ,"[{""user_1"":{""id"":""1a4dbee157183f68b219f50113710880""},""user_2"":{""id"":""4a890a61c5e7e84c7fedd3d9885f5e94""}}]"
255  ,353        ,          ,2019-11-10 12:27:52 ,2017-05-18 18:47:15 ,payment issue ,                  ,"[{""user_1"":{""id"":""325878074bd1566a29560ada08d75f0f""},""user_2"":{""id"":""6c222911e6219861f0fb11fcd1467d74""}}]"
256  ,546        ,          ,2017-12-30 17:51:54 ,2017-10-30 02:42:06 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""944ea2ce032bc819e8f824d001f35fca""},""user_2"":{""id"":""7e4685f02cbc933161f5ab1c000446f1""}}]"
257  ,84         ,257       ,2018-08-30 08:04:43 ,2017-01-15 02:46:41 ,other         ,5/2/2017          ,"[{""user_1"":{""id"":""359f368bbd3662091068f176f7f15eab""},""user_2"":{""id"":""e96f3436cb9f020a99aab97fc1c71187""}}]"
258  ,494        ,258       ,2019-05-08 00:21:44 ,2019-07-17 07:01:57 ,payment issue ,5/12/2018         ,"[{""user_1"":{""id"":""f55b7601d7dbeaf83ccd68fe9494ffe7""},""user_2"":{""id"":""3de5e917efbd1c1c3396ba00e3f1a4c6""}}]"
259  ,478        ,259       ,2019-05-30 23:19:16 ,2018-11-20 00:28:43 ,payment issue ,6/13/2019         ,"[{""user_1"":{""id"":""0c37aec48d5b5b46c448f264e44c7dc7""},""user_2"":{""id"":""28f08dd03986e8060f025456700173c8""}}]"
260  ,938        ,260       ,2018-07-05 11:13:45 ,2018-08-17 15:50:26 ,other         ,11/19/2019        ,"[{""user_1"":{""id"":""64a7e1f7c35b0c467d861580f4b49e1e""},""user_2"":{""id"":""9f279350088400ab06b89305619eebba""}}]"
261  ,739        ,          ,2019-11-28 07:48:44 ,2019-06-29 09:35:22 ,other         ,                  ,"[{""user_1"":{""id"":""7317b959c7b959d26cd28e4835650b02""},""user_2"":{""id"":""eb785cf51162059fe977ee1f2eee7109""}}]"
262  ,531        ,          ,2018-09-21 00:05:29 ,2018-09-13 17:24:53 ,payment issue ,                  ,"[{""user_1"":{""id"":""4971871c35d68a15c4eaacb3c0a9dc79""},""user_2"":{""id"":""306d23fa0367abcbe9591c9b95500c5b""}}]"
263  ,96         ,263       ,2018-05-23 15:43:25 ,2019-07-22 09:59:57 ,payment issue ,1/24/2018         ,"[{""user_1"":{""id"":""30f90e57082bdc2255cfaecfc55f9f09""},""user_2"":{""id"":""d2a2e1ac2f97e7aa43bbbf692ff74887""}}]"
264  ,37         ,264       ,2019-09-06 21:49:33 ,2019-04-06 10:10:37 ,other         ,8/12/2018         ,"[{""user_1"":{""id"":""ddb7d8907b9b2bb747edf226ee8d179e""},""user_2"":{""id"":null}}]"
265  ,557        ,          ,2017-05-29 00:22:45 ,2019-06-07 12:36:42 ,payment issue ,                  ,"[{""user_1"":{""id"":""ca99f4b12251f3f65cd7d84b0ca486a6""},""user_2"":{""id"":""54f82dc4e15fb6ef0498a3a3949c3c3d""}}]"
266  ,496        ,266       ,2019-10-02 22:28:14 ,2019-04-11 17:31:03 ,jaffle issue  ,3/6/2019          ,"[{""user_1"":{""id"":""0bb388029875ca7d65a0c2fd82483a70""},""user_2"":{""id"":""115cdf04931d2c939db312ea746bb956""}}]"
267  ,815        ,267       ,2018-08-05 22:07:21 ,2018-09-19 01:06:24 ,payment issue ,9/25/2019         ,"[{""user_1"":{""id"":""3f28f1a0bf3c38419b1565c72ad417e3""},""user_2"":{""id"":""84574ba9c2abb003d4c2530eb49de742""}}]"
268  ,696        ,268       ,2017-02-15 17:44:23 ,2019-11-08 23:55:15 ,other         ,3/28/2017         ,"[{""user_1"":{""id"":""601406d04c347880fd43f0879a8307b8""},""user_2"":{""id"":""b592f707ddae2916f78885ac1ca3b5aa""}}]"
269  ,732        ,269       ,2019-11-20 01:23:38 ,2018-03-09 03:43:06 ,payment issue ,4/10/2017         ,"[{""user_1"":{""id"":""4016ed6ff00756451c90095be678d98d""},""user_2"":{""id"":""61163f6f8b25dcf1cae15598c8e02d8f""}}]"
270  ,246        ,270       ,2017-01-10 13:38:52 ,2017-11-05 09:01:42 ,other         ,11/22/2017        ,"[{""user_1"":{""id"":""a2fb30b944306a8392780d0e7a2a6190""},""user_2"":{""id"":""e23a876dcebdb14099a743178fc68d23""}}]"
271  ,273        ,271       ,2019-04-04 23:32:13 ,2018-03-12 22:35:01 ,jaffle issue  ,12/10/2019        ,"[{""user_1"":{""id"":""4c7ce5cbc9d8e431aa5c2988bf5fecae""},""user_2"":{""id"":""fa07f36d9611e4d10f86564704152f64""}}]"
272  ,512        ,272       ,2019-06-20 07:00:46 ,2019-12-08 06:15:46 ,jaffle issue  ,8/31/2017         ,"[{""user_1"":{""id"":""095f7c3b4f9bf79843722f326e98e310""},""user_2"":{""id"":null}}]"
273  ,455        ,273       ,2017-02-26 23:48:28 ,2019-11-12 02:30:48 ,payment issue ,11/12/2019        ,"[{""user_1"":{""id"":""d63bb04b71093090bfe2910a6f9d90bb""},""user_2"":{""id"":""082de84c04b129a120deb64ecbda402e""}}]"
274  ,122        ,274       ,2017-10-28 16:22:19 ,2019-02-22 12:45:24 ,other         ,12/24/2017        ,"[{""user_1"":{""id"":""e03a56220f8c5a547c834a57dfad4c8e""},""user_2"":{""id"":""a50927f232d6ccdb553b82e20a0c8ad1""}}]"
275  ,418        ,275       ,2018-02-15 11:37:24 ,2017-03-27 17:23:27 ,payment issue ,7/25/2019         ,"[{""user_1"":{""id"":""acd3191eb9398b69314fbf2038a0fedd""},""user_2"":{""id"":""65b6939a3de00e3cfa2ba0297ea2316b""}}]"
276  ,656        ,276       ,2017-02-20 15:51:14 ,2017-05-29 00:55:27 ,payment issue ,6/3/2019          ,"[{""user_1"":{""id"":""6a77c62d7709ae4b305b5557968d226a""},""user_2"":{""id"":""754abc24376cc8a662e05e918a6e75d6""}}]"
277  ,375        ,277       ,2018-02-04 10:29:52 ,2019-10-21 15:23:12 ,payment issue ,1/2/2019          ,"[{""user_1"":{""id"":""401bdb5d40f069101d21f4948c879ec7""},""user_2"":{""id"":""2b9391bee265912b0a12612bb1c664f0""}}]"
278  ,486        ,278       ,2019-03-03 00:17:21 ,2018-11-07 05:29:01 ,other         ,10/10/2019        ,"[{""user_1"":{""id"":""5f19378801033b9b6178bc65f953a225""},""user_2"":{""id"":""e06223ef29a1ed52d036a2f3ce4273b6""}}]"
279  ,783        ,279       ,2018-10-19 05:22:56 ,2019-11-16 17:42:33 ,other         ,10/21/2018        ,"[{""user_1"":{""id"":""f48dd260803f700009d60df56288226a""},""user_2"":{""id"":null}}]"
280  ,996        ,280       ,2019-08-05 10:51:43 ,2017-02-28 07:55:02 ,jaffle issue  ,1/8/2018          ,"[{""user_1"":{""id"":""7025014d02f0ea86887b1704d55fcf35""},""user_2"":{""id"":""faea2254d9f1ed4b79a37c1a58401490""}}]"
281  ,903        ,          ,2019-08-03 14:44:37 ,2018-03-17 09:18:53 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""3e08bfffd9a682dc42ac135ad5e90279""},""user_2"":{""id"":""ecd9d117e9d2cf0105d2c3fafb75a76a""}}]"
282  ,364        ,          ,2017-05-01 21:59:04 ,2017-01-15 05:15:59 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""1bb6d2d730547ea5eff4c243d73be0e5""},""user_2"":{""id"":null}}]"
283  ,373        ,283       ,2017-03-25 22:38:16 ,2017-08-16 23:21:14 ,jaffle issue  ,8/30/2018         ,"[{""user_1"":{""id"":""919f4cc0ca1ea2f4cb63578d50413da9""},""user_2"":{""id"":""46acaa31073ffa3304d0f43ba5be730e""}}]"
284  ,672        ,284       ,2019-03-27 23:24:50 ,2019-04-02 21:06:16 ,other         ,3/5/2019          ,"[{""user_1"":{""id"":""9a6f5e7fc8e91fff41fadb0305a98ceb""},""user_2"":{""id"":""e66df8d7ca55b7f2bc08c4b8e6a59e6b""}}]"
285  ,679        ,          ,2019-11-22 12:26:47 ,2018-06-27 17:41:01 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""ff2305867dcae50bdc73b607174eedb2""},""user_2"":{""id"":""08e3f098d2486785ac04caa12f80fa56""}}]"
286  ,52         ,          ,2019-12-15 14:53:23 ,2017-06-20 19:43:47 ,payment issue ,                  ,"[{""user_1"":{""id"":""85d107a76510e726e01a408b0ff4ca5b""},""user_2"":{""id"":""fa168db32752fb4122e9299fcde08830""}}]"
287  ,997        ,287       ,2018-12-10 12:06:29 ,2017-11-11 17:18:52 ,other         ,4/26/2018         ,"[{""user_1"":{""id"":""854c7f363a0b1ed3865b79a90b232e83""},""user_2"":{""id"":""1a75843f5a2ff8641e883923ac49285e""}}]"
288  ,943        ,288       ,2019-07-25 07:54:48 ,2018-02-10 05:24:27 ,payment issue ,9/13/2018         ,"[{""user_1"":{""id"":""01e9c05d517a37e09277e81b01ea06dc""},""user_2"":{""id"":""f0e4844092e1a2b97282a0dcce1cd247""}}]"
289  ,943        ,          ,2018-01-27 18:09:45 ,2017-01-25 11:42:43 ,other         ,                  ,"[{""user_1"":{""id"":""54ecd98646c6dca3385d401d7fc6392a""},""user_2"":{""id"":""4ec08558106ccf8bc24dfeb304989e2f""}}]"
290  ,609        ,290       ,2017-03-25 16:26:55 ,2019-02-27 10:17:14 ,payment issue ,11/25/2018        ,"[{""user_1"":{""id"":""3524d55dd1dae7b55027b24bea6fa75d""},""user_2"":{""id"":""305bfb51e03bf79cfc8e4e6cef77a747""}}]"
291  ,532        ,291       ,2017-08-16 18:03:30 ,2019-04-16 12:49:35 ,payment issue ,12/11/2019        ,"[{""user_1"":{""id"":""3493185ed80783af6118dc5c20414ec2""},""user_2"":{""id"":null}}]"
292  ,807        ,          ,2019-09-22 23:34:50 ,2017-11-01 23:42:04 ,other         ,                  ,"[{""user_1"":{""id"":""b7a109a7c116dbcf57a7eb0e670b88d1""},""user_2"":{""id"":null}}]"
293  ,945        ,293       ,2017-07-01 01:06:10 ,2017-01-31 21:17:06 ,other         ,6/28/2018         ,"[{""user_1"":{""id"":""1ab4ce70c41b686f9b60d3a1cccac7ed""},""user_2"":{""id"":""d448371ccabd9b952cd3c7b25b763290""}}]"
294  ,434        ,294       ,2019-05-29 04:28:21 ,2019-09-04 03:36:31 ,other         ,12/23/2017        ,"[{""user_1"":{""id"":""4dcabf73402b17c755943752303a05c9""},""user_2"":{""id"":null}}]"
295  ,499        ,295       ,2019-02-26 14:20:51 ,2017-02-26 10:28:30 ,payment issue ,4/17/2017         ,"[{""user_1"":{""id"":""eb71ba758a7d289fd893a1d635f2a957""},""user_2"":{""id"":""92f12198893d6291b2a2287bd3f914ab""}}]"
296  ,766        ,296       ,2017-04-16 02:57:39 ,2018-12-03 05:38:39 ,payment issue ,12/31/2018        ,"[{""user_1"":{""id"":""9e1e2ef117cdc3430fde3f7771f14bde""},""user_2"":{""id"":""415eea2d51de35a4bf94017a6f4f6daa""}}]"
297  ,275        ,297       ,2019-09-01 20:19:53 ,2019-02-18 18:19:49 ,other         ,2/16/2018         ,"[{""user_1"":{""id"":""85b6bb2d8e5447d6d57221b5fbf62ceb""},""user_2"":{""id"":""f277ac0c4ec3bb09b54090f1a6b0f50b""}}]"
298  ,862        ,298       ,2017-05-06 17:00:37 ,2018-06-29 02:22:55 ,payment issue ,12/22/2017        ,"[{""user_1"":{""id"":""a3618750c2d6209cad3d7a604b6bd304""},""user_2"":{""id"":null}}]"
299  ,470        ,          ,2019-08-06 17:58:57 ,2019-11-28 18:06:45 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""5264b828c772c67958c157546c409f54""},""user_2"":{""id"":""e56836c3d28e1d3c1745238a5f7acae9""}}]"
300  ,872        ,300       ,2017-02-26 19:44:46 ,2017-12-05 11:19:45 ,jaffle issue  ,3/30/2017         ,"[{""user_1"":{""id"":""d830d972288c3d6174bde22b82c2d644""},""user_2"":{""id"":""48ae08a29ec771d74d3662f9f1f41b95""}}]"
301  ,948        ,301       ,2017-01-22 23:15:53 ,2018-07-02 09:48:38 ,other         ,8/29/2019         ,"[{""user_1"":{""id"":""36cf3bcf82c9d150d2001c3609b6462d""},""user_2"":{""id"":""103deba2c8825ce93e16b833334b99af""}}]"
302  ,579        ,          ,2019-05-05 16:06:01 ,2018-09-07 19:34:13 ,other         ,                  ,"[{""user_1"":{""id"":""bbd6982614e34e755a641e0bdf761035""},""user_2"":{""id"":""36ecbfc410b006357a1d275fb91fa021""}}]"
303  ,593        ,303       ,2018-03-02 04:35:30 ,2017-01-27 16:16:45 ,jaffle issue  ,4/3/2017          ,"[{""user_1"":{""id"":""7a41a0fe0bb3699a0247b1f0f6348782""},""user_2"":{""id"":""d6cbf4c5ece1ab619b4b096c003dacd0""}}]"
304  ,731        ,304       ,2019-10-26 02:11:02 ,2017-06-20 06:09:29 ,jaffle issue  ,8/21/2018         ,"[{""user_1"":{""id"":""90498be1322148d21f4a79c8b2c90011""},""user_2"":{""id"":""7d09a428d730fe32733dfea5477e8e03""}}]"
305  ,812        ,305       ,2017-01-19 13:54:47 ,2019-10-02 13:02:05 ,payment issue ,2/13/2019         ,"[{""user_1"":{""id"":""d0ab4bf28c1d7c4815ffcd0d0b642dc7""},""user_2"":{""id"":""21ca77b2b78085550a6e50efca2e0d01""}}]"
306  ,265        ,306       ,2018-01-26 21:53:30 ,2018-02-12 00:30:16 ,other         ,5/22/2019         ,"[{""user_1"":{""id"":""083d62db3136d4be381ff4bd0c6f8790""},""user_2"":{""id"":""500d9c5b95ea37cfbcf58a7fc5022d37""}}]"
307  ,972        ,          ,2019-01-14 19:58:31 ,2017-11-15 21:11:38 ,payment issue ,                  ,"[{""user_1"":{""id"":""257663421cf5e927f39331270ed1a25e""},""user_2"":{""id"":""30b951f43c67d34fc21ae1e01ae7ce10""}}]"
308  ,944        ,308       ,2019-05-21 00:47:55 ,2019-08-19 19:57:00 ,payment issue ,5/11/2017         ,"[{""user_1"":{""id"":""207febd0a58cc5b05cd643dc679543a8""},""user_2"":{""id"":""caa4c7816ccd2daee9d6ddd9f63f09f8""}}]"
309  ,411        ,309       ,2019-02-01 12:00:33 ,2017-09-01 07:35:54 ,other         ,9/2/2018          ,"[{""user_1"":{""id"":""6c4bc612e06077449e350c7af715808e""},""user_2"":{""id"":""fb9b5829a0e1c9d28549f6fac5041a6e""}}]"
310  ,424        ,310       ,2018-04-19 23:09:30 ,2019-09-27 00:05:49 ,jaffle issue  ,10/21/2019        ,"[{""user_1"":{""id"":""fbc983d89246de877fe0297741ff4745""},""user_2"":{""id"":""3684d01a51801a5e0d366a2c920b739e""}}]"
311  ,282        ,311       ,2018-10-24 04:09:20 ,2017-07-12 10:07:31 ,other         ,2/2/2019          ,"[{""user_1"":{""id"":""5366d7e40aa53849adb83991e75c4e76""},""user_2"":{""id"":""5aea74a6d2484c138226944751bb2fa3""}}]"
312  ,978        ,312       ,2017-12-07 04:29:57 ,2019-12-14 23:31:41 ,payment issue ,10/10/2017        ,"[{""user_1"":{""id"":""2908ff3e8f7523e2dbfa21433a96f602""},""user_2"":{""id"":null}}]"
313  ,866        ,313       ,2017-07-10 20:58:53 ,2017-12-29 16:24:41 ,payment issue ,1/14/2017         ,"[{""user_1"":{""id"":""15cdb3d38732fd8cd6c170be1d730969""},""user_2"":{""id"":null}}]"
314  ,774        ,314       ,2019-05-02 20:28:15 ,2017-08-22 19:36:11 ,payment issue ,3/13/2017         ,"[{""user_1"":{""id"":""f3f0dab25eaa0d559b518917c2a8b467""},""user_2"":{""id"":""6a9d83e62d3d5245ee0a38d7850e0080""}}]"
315  ,499        ,315       ,2019-12-26 09:46:25 ,2018-12-08 20:49:05 ,jaffle issue  ,12/15/2017        ,"[{""user_1"":{""id"":""314266a4e0a71323cee5383a4d9b7358""},""user_2"":{""id"":null}}]"
316  ,272        ,          ,2018-01-02 12:27:37 ,2017-12-26 03:51:13 ,other         ,                  ,"[{""user_1"":{""id"":""b87f8bea6723c43e128968f4813f8953""},""user_2"":{""id"":""3d9f8ab2e095bc07168c46373d5b0b61""}}]"
317  ,35         ,317       ,2019-01-10 07:52:13 ,2018-10-13 19:58:24 ,jaffle issue  ,7/21/2017         ,"[{""user_1"":{""id"":""9e346d21da0883e6658796e8ecad5a2d""},""user_2"":{""id"":null}}]"
318  ,454        ,318       ,2018-01-25 05:38:12 ,2018-04-25 07:37:06 ,payment issue ,7/20/2017         ,"[{""user_1"":{""id"":""57c93f17c2bbe5ff996b8c38dcbe3935""},""user_2"":{""id"":""947b90472b32a313d13fe8ddeaf482dc""}}]"
319  ,238        ,319       ,2017-08-17 11:20:00 ,2017-01-31 15:50:53 ,other         ,12/8/2019         ,"[{""user_1"":{""id"":""2772955474967e3f0b23ae4ad72dc2bd""},""user_2"":{""id"":null}}]"
320  ,468        ,320       ,2019-03-20 11:10:32 ,2017-04-24 13:01:47 ,other         ,4/14/2017         ,"[{""user_1"":{""id"":""06813815ea89f170bff8e855469b379f""},""user_2"":{""id"":null}}]"
321  ,999        ,321       ,2019-11-26 08:20:44 ,2019-01-09 14:50:10 ,other         ,12/25/2017        ,"[{""user_1"":{""id"":""ba308d6553d54ffd82bc7c721bdc3166""},""user_2"":{""id"":""1996573a6570f391443ab5b52052c176""}}]"
322  ,342        ,322       ,2017-06-30 01:46:53 ,2018-01-06 18:14:39 ,payment issue ,11/14/2019        ,"[{""user_1"":{""id"":""c20b8e63e102c94d4ebe65b872d6a8d4""},""user_2"":{""id"":""802f9276c176f265e47826c90f43c6ed""}}]"
323  ,501        ,323       ,2019-09-26 05:10:35 ,2018-12-05 11:36:36 ,other         ,10/30/2019        ,"[{""user_1"":{""id"":""8be17e22d9ef1d83b2712260a65537c2""},""user_2"":{""id"":""93f20daf636e5d91b70eeb46f25161cd""}}]"
324  ,103        ,324       ,2017-09-27 08:51:50 ,2018-02-05 04:52:24 ,jaffle issue  ,1/4/2018          ,"[{""user_1"":{""id"":""7a5910626179a0e095ac4a7514f8df8c""},""user_2"":{""id"":null}}]"
325  ,806        ,325       ,2017-09-03 01:00:27 ,2019-05-13 12:05:27 ,jaffle issue  ,8/29/2017         ,"[{""user_1"":{""id"":""517618d9bde2d2cb4f99966a6d1e4f5b""},""user_2"":{""id"":""8a90f7690752dcdad7171d7d2e6136b6""}}]"
326  ,96         ,          ,2018-04-13 07:42:19 ,2019-04-06 20:29:42 ,other         ,                  ,"[{""user_1"":{""id"":""00fe98e7b49549c5115710856903d737""},""user_2"":{""id"":""b1e23d2723d63332a72fb018e4ba5356""}}]"
327  ,918        ,327       ,2019-04-23 05:21:00 ,2018-12-16 17:32:52 ,jaffle issue  ,11/8/2018         ,"[{""user_1"":{""id"":""df4293e5cb6708313aaabc1fc1d0fc66""},""user_2"":{""id"":""1c8d5cbc940a0bad03273c9034c4d75a""}}]"
328  ,69         ,328       ,2017-07-22 22:08:19 ,2017-10-26 00:21:27 ,jaffle issue  ,12/20/2018        ,"[{""user_1"":{""id"":""8da74cc946bd3dfe43ff267b40514337""},""user_2"":{""id"":""9c012825a6d6e981871c5ab3dba238c4""}}]"
329  ,864        ,329       ,2018-10-25 10:40:16 ,2019-02-27 02:21:43 ,other         ,2/3/2019          ,"[{""user_1"":{""id"":""bffe64f84a954c48e93a82663b476dae""},""user_2"":{""id"":""ba95bb4ba13a1c55e31b52350d98d228""}}]"
330  ,333        ,          ,2019-06-11 01:36:43 ,2018-11-24 16:18:43 ,other         ,                  ,"[{""user_1"":{""id"":""3dff9e513cec4c4e2e65e915d0212838""},""user_2"":{""id"":""a6e1857bbfac2e412580e15c3ffb1839""}}]"
331  ,51         ,331       ,2019-05-10 02:39:23 ,2019-09-06 14:45:53 ,jaffle issue  ,9/10/2017         ,"[{""user_1"":{""id"":""f99122336e7baab5793fcf0d8dad9122""},""user_2"":{""id"":null}}]"
332  ,632        ,          ,2017-01-19 11:30:16 ,2019-03-21 23:48:05 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""f98c58ffb04775e1a9ad592339582008""},""user_2"":{""id"":""2a409920db096373b9fef5e314cfbce4""}}]"
333  ,286        ,333       ,2019-04-27 09:11:22 ,2018-09-06 14:48:12 ,jaffle issue  ,12/5/2019         ,"[{""user_1"":{""id"":""18a9630d52163faa47281dc27a3722d2""},""user_2"":{""id"":""dccc4a84b75ed1d8b15e08b53c94f0af""}}]"
334  ,315        ,          ,2018-04-08 05:56:47 ,2017-02-16 00:06:32 ,payment issue ,                  ,"[{""user_1"":{""id"":""5d9002fa2c8e1dc2b00827e9d5ed5fd3""},""user_2"":{""id"":""f16a50b8a50aff58f5288ccb9fa6263e""}}]"
335  ,290        ,          ,2019-11-24 14:28:49 ,2019-09-27 14:18:38 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""cfe76caf95b1802cf8fe912c97e91477""},""user_2"":{""id"":""2f5da56f92de5bbe70b28e948dadc739""}}]"
336  ,13         ,336       ,2017-11-07 04:50:24 ,2019-05-07 03:03:04 ,jaffle issue  ,10/1/2019         ,"[{""user_1"":{""id"":""7ba303c28f73e900a33f5d954073ba16""},""user_2"":{""id"":""def360436e3c45f6dd7296ce4398714d""}}]"
337  ,334        ,337       ,2018-06-17 05:45:17 ,2018-11-15 19:29:56 ,payment issue ,9/27/2019         ,"[{""user_1"":{""id"":""f2f65daf27de6c99cdc83d5d2c99d65c""},""user_2"":{""id"":""ed5a5d040be7e6be3c7b54a1dcaceefe""}}]"
338  ,669        ,338       ,2017-05-19 13:03:47 ,2017-03-02 07:23:53 ,other         ,2/27/2017         ,"[{""user_1"":{""id"":""1dde45fde0dc6406ff8b48dee4eabb27""},""user_2"":{""id"":""a27ad3d454f489a2013fd7fa37065c9a""}}]"
339  ,376        ,339       ,2019-06-07 09:11:03 ,2019-04-21 19:41:34 ,payment issue ,12/25/2019        ,"[{""user_1"":{""id"":""48c9e02a63ca615074f7c5464b72ae57""},""user_2"":{""id"":""64ae8a8f9168802cf82f75cf643f0d7c""}}]"
340  ,688        ,340       ,2018-08-30 09:59:24 ,2019-06-16 15:59:00 ,payment issue ,7/30/2018         ,"[{""user_1"":{""id"":""2fd3b41b8f88ea5d0c0dfa25a95415d1""},""user_2"":{""id"":null}}]"
341  ,633        ,          ,2018-09-22 16:44:59 ,2018-05-22 21:04:45 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""88e854204d1c3180cf936dcf75d484c6""},""user_2"":{""id"":""44e24d617cfaac4b8019ea765cc79d66""}}]"
342  ,910        ,342       ,2018-06-22 04:05:47 ,2018-06-06 05:43:51 ,other         ,4/11/2018         ,"[{""user_1"":{""id"":""e29e7327969d46acac4c54fd84e1568d""},""user_2"":{""id"":""1059a44ae938d2a85e8389f58e9bc318""}}]"
343  ,289        ,343       ,2018-11-21 11:58:57 ,2018-06-30 08:37:26 ,payment issue ,6/18/2019         ,"[{""user_1"":{""id"":""16f54ecd7b90046a21b6cd3819080ee2""},""user_2"":{""id"":""fd50337644e6a33849e68b83d11841d5""}}]"
344  ,386        ,344       ,2019-03-10 10:13:46 ,2019-03-10 21:34:10 ,jaffle issue  ,8/22/2017         ,"[{""user_1"":{""id"":""07da30da67317c01b87e4090da318ba1""},""user_2"":{""id"":""c71ffc3742581577eab42336ad26352b""}}]"
345  ,847        ,          ,2017-05-19 03:48:11 ,2017-09-03 19:07:06 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""40c77e4af5c87784ba3720fa88b15b16""},""user_2"":{""id"":null}}]"
346  ,471        ,346       ,2017-09-12 04:23:21 ,2017-06-30 16:54:58 ,payment issue ,12/1/2018         ,"[{""user_1"":{""id"":""fd717b18350354d1c10df629cf1b9140""},""user_2"":{""id"":""5614e685a75a52a4eb617bf3ab414dc0""}}]"
347  ,665        ,          ,2019-06-01 07:36:06 ,2018-02-13 21:58:55 ,other         ,                  ,"[{""user_1"":{""id"":""13c748cb261c2b5054c6c2ca2ca301fa""},""user_2"":{""id"":""949a7d405a2435bbf2c448855891c536""}}]"
